0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
Idx,Period H1,FMA H1,SLMA H1,550MA H1,DeltaC H1,Macd H1,Plot2 H1,Plot3 H1,Plot4 H1,Idx,Period M15,FMA M15,SLMA M15,550MA M15,DeltaC M15,Macd M15,Plot2 M15,Plot3 M15,Plot4 M15,Idx,Period M5,FMA M5,SLMA M5,550MA M5,DeltaC M5,Macd M5,Plot2 M5,Plot3 M5,Plot4 M5,Idx,Period M1,FMA M1,SLMA M1,550MA M1,DeltaC M1,Macd M1,Plot2 M1,Plot3 M1,Plot4 M1,SNIPER H1,SNIPER M15,SNIPER M5,SNIPER M1,RCNT HIGHEST H1,RCNT LOWEST H1,RCNT HIGHEST M15,RCNT LOWEST M15,RCNT HIGHEST M5,RCNT LOWEST M5,RCNT HIGHEST M1,RCNT LOWEST M1
48,2024.08.09 23:00:00,1.09189,1.09194,1.08617,Negative,-0.0000331,0.0002594,0.0006308,0.0009118,48,2024.08.13 11:45:00,1.09313,1.09314,1.08931,Negative,-0.0002694,0.0001662,0.0001761,0.0002412,48,2024.08.13 19:55:00,1.09578,1.09531,1.09266,Positive,0.0004611,0.0007969,0.0004275,0.0005703,48,2024.08.13 23:11:00,1.09949,1.09949,1.09528,Negative,-0.0000333,0.0001258,0.0002364,0.0003492,0,0,100,0,0,0,0,0,0,0,0,0
49,2024.08.09 22:00:00,1.09191,1.09195,1.08616,Negative,0.0000018,0.0002781,0.0006436,0.0009286,49,2024.08.13 11:30:00,1.09320,1.09318,1.08930,Negative,-0.0002327,0.0001944,0.0001853,0.0002531,49,2024.08.13 19:50:00,1.09569,1.09523,1.09266,Positive,0.0004170,0.0007720,0.0004149,0.0005534,49,2024.08.13 23:10:00,1.09950,1.09950,1.09527,Negative,-0.0000337,0.0001306,0.0002401,0.0003541,0,0,100,0,0,0,0,0,0,0,0,0
50,2024.08.09 21:00:00,1.09192,1.09196,1.08615,Negative,0.0000127,0.0002888,0.0006539,0.0009420,50,2024.08.13 11:15:00,1.09326,1.09322,1.08930,Negative,-0.0001999,0.0002199,0.0001935,0.0002635,50,2024.08.13 19:45:00,1.09559,1.09516,1.09265,Positive,0.0003627,0.0007465,0.0004022,0.0005365,50,2024.08.13 23:09:00,1.09950,1.09950,1.09526,Negative,-0.0000297,0.0001368,0.0002441,0.0003596,0,0,100,0,0,0,0,0,0,0,0,0
51,2024.08.09 20:00:00,1.09192,1.09196,1.08614,Negative,0.0000162,0.0002972,0.0006635,0.0009546,51,2024.08.13 11:00:00,1.09333,1.09325,1.08929,Positive,-0.0001214,0.0002561,0.0002047,0.0002779,51,2024.08.13 19:40:00,1.09551,1.09510,1.09264,Positive,0.0003084,0.0007236,0.0003906,0.0005209,51,2024.08.13 23:08:00,1.09951,1.09951,1.09526,Negative,-0.0000281,0.0001422,0.0002480,0.0003646,0,1,100,0,0,0,0,0,0,0,0,0
52,2024.08.09 19:00:00,1.09192,1.09197,1.08613,Negative,0.0000093,0.0003028,0.0006723,0.0009660,52,2024.08.13 10:45:00,1.09337,1.09327,1.08928,Positive,-0.0000857,0.0002769,0.0002107,0.0002856,52,2024.08.13 19:35:00,1.09544,1.09504,1.09263,Positive,0.0002653,0.0007063,0.0003808,0.0005077,52,2024.08.13 23:07:00,1.09951,1.09951,1.09525,Positive,-0.0000258,0.0001478,0.0002518,0.0003698,0,3,100,0,0,0,0,0,0,0,0,0
53,2024.08.09 18:00:00,1.09192,1.09196,1.08612,Negative,0.0000207,0.0003140,0.0006829,0.0009798,53,2024.08.13 10:30:00,1.09341,1.09329,1.08928,Positive,-0.0000572,0.0002940,0.0002154,0.0002915,53,2024.08.13 19:30:00,1.09538,1.09500,1.09263,Positive,0.0002410,0.0006961,0.0003734,0.0004976,53,2024.08.13 23:06:00,1.09952,1.09951,1.09524,Positive,-0.0000224,0.0001536,0.0002557,0.0003750,0,6,100,0,0,0,0,0,0,0,0,0
54,2024.08.09 17:00:00,1.09189,1.09195,1.08611,Negative,-0.0000201,0.0003109,0.0006890,0.0009878,54,2024.08.13 10:15:00,1.09344,1.09330,1.08927,Positive,-0.0000078,0.0003153,0.0002212,0.0002988,54,2024.08.13 19:25:00,1.09534,1.09496,1.09262,Positive,0.0002278,0.0006901,0.0003672,0.0004891,54,2024.08.13 23:05:00,1.09952,1.09951,1.09523,Positive,-0.0000228,0.0001584,0.0002593,0.0003798,0,12,100,0,0,0,0,0,0,0,0,0
55,2024.08.09 16:00:00,1.09185,1.09192,1.08610,Negative,-0.0000616,0.0003099,0.0006960,0.0009968,55,2024.08.13 10:00:00,1.09346,1.09331,1.08926,Positive,0.0000076,0.0003250,0.0002232,0.0003012,55,2024.08.13 19:20:00,1.09529,1.09491,1.09262,Positive,0.0002057,0.0006823,0.0003605,0.0004800,55,2024.08.13 23:04:00,1.09953,1.09951,1.09523,Positive,-0.0000230,0.0001633,0.0002629,0.0003846,0,24,100,0,0,0,0,0,0,0,0,0
56,2024.08.09 15:00:00,1.09185,1.09193,1.08609,Negative,-0.0001066,0.0003103,0.0007035,0.0010066,56,2024.08.13 09:45:00,1.09349,1.09332,1.08926,Positive,0.0000658,0.0003455,0.0002284,0.0003077,56,2024.08.13 19:15:00,1.09525,1.09487,1.09261,Positive,0.0001785,0.0006741,0.0003536,0.0004706,56,2024.08.13 23:03:00,1.09953,1.09952,1.09522,Positive,-0.0000229,0.0001684,0.0002666,0.0003895,0,49,100,0,0,0,0,0,0,0,0,0
57,2024.08.09 14:00:00,1.09189,1.09196,1.08608,Negative,-0.0000545,0.0003395,0.0007201,0.0010282,57,2024.08.13 09:30:00,1.09350,1.09332,1.08925,Positive,0.0001034,0.0003575,0.0002308,0.0003105,57,2024.08.13 19:10:00,1.09521,1.09483,1.09260,Positive,0.0001595,0.0006694,0.0003479,0.0004628,57,2024.08.13 23:02:00,1.09953,1.09952,1.09521,Positive,-0.0000225,0.0001736,0.0002702,0.0003944,0,99,100,0,0,0,0,0,0,0,0,0
58,2024.08.09 13:00:00,1.09192,1.09197,1.08607,Negative,-0.0000290,0.0003593,0.0007336,0.0010457,58,2024.08.13 09:15:00,1.09351,1.09332,1.08924,Positive,0.0001286,0.0003642,0.0002313,0.0003110,58,2024.08.13 19:05:00,1.09516,1.09479,1.09260,Positive,0.0001340,0.0006638,0.0003419,0.0004545,58,2024.08.13 23:01:00,1.09954,1.09952,1.09520,Positive,-0.0000175,0.0001802,0.0002743,0.0003997,0,99,100,0,0,0,0,0,0,0,0,0
59,2024.08.09 12:00:00,1.09193,1.09198,1.08605,Negative,-0.0000123,0.0003758,0.0007460,0.0010617,59,2024.08.13 09:00:00,1.09351,1.09330,1.08923,Positive,0.0001691,0.0003737,0.0002327,0.0003125,59,2024.08.13 19:00:00,1.09512,1.09475,1.09259,Positive,0.0000964,0.0006562,0.0003352,0.0004453,59,2024.08.13 23:00:00,1.09954,1.09952,1.09520,Positive,-0.0000140,0.0001862,0.0002782,0.0004049,0,99,100,0,0,0,0,0,0,0,0,0
60,2024.08.09 11:00:00,1.09192,1.09197,1.08604,Negative,-0.0000123,0.0003872,0.0007568,0.0010757,60,2024.08.13 08:45:00,1.09350,1.09329,1.08923,Positive,0.0001989,0.0003782,0.0002324,0.0003118,60,2024.08.13 18:55:00,1.09508,1.09472,1.09259,Positive,0.0000614,0.0006510,0.0003292,0.0004372,60,2024.08.13 22:59:00,1.09955,1.09952,1.09519,Positive,-0.0000123,0.0001916,0.0002818,0.0004097,0,99,100,0,0,0,0,0,0,0,0,0
61,2024.08.09 10:00:00,1.09194,1.09198,1.08603,Negative,0.0000084,0.0004046,0.0007695,0.0010920,61,2024.08.13 08:30:00,1.09348,1.09326,1.08922,Positive,0.0002005,0.0003736,0.0002291,0.0003073,61,2024.08.13 18:50:00,1.09507,1.09470,1.09258,Positive,0.0000574,0.0006559,0.0003264,0.0004331,61,2024.08.13 22:58:00,1.09955,1.09952,1.09518,Positive,-0.0000121,0.0001967,0.0002853,0.0004144,0,99,100,0,0,0,0,0,0,0,0,0
62,2024.08.09 09:00:00,1.09192,1.09197,1.08602,Negative,-0.0000082,0.0004113,0.0007788,0.0011040,62,2024.08.13 08:15:00,1.09345,1.09324,1.08921,Positive,0.0002098,0.0003709,0.0002265,0.0003037,62,2024.08.13 18:45:00,1.09506,1.09468,1.09258,Positive,0.0000526,0.0006606,0.0003233,0.0004288,62,2024.08.13 22:57:00,1.09955,1.09952,1.09517,Positive,-0.0000085,0.0002027,0.0002892,0.0004194,0,99,100,0,0,0,0,0,0,0,0,0
63,2024.08.09 08:00:00,1.09188,1.09196,1.08601,Negative,-0.0000862,0.0004026,0.0007834,0.0011098,63,2024.08.13 08:00:00,1.09342,1.09321,1.08920,Positive,0.0002054,0.0003640,0.0002225,0.0002983,63,2024.08.13 18:40:00,1.09507,1.09467,1.09257,Positive,0.0000752,0.0006729,0.0003225,0.0004273,63,2024.08.13 22:56:00,1.09956,1.09953,1.09516,Positive,0.0000022,0.0002106,0.0002935,0.0004252,0,99,100,0,0,0,0,0,0,0,0,0
64,2024.08.09 07:00:00,1.09188,1.09196,1.08600,Negative,-0.0001010,0.0004152,0.0007949,0.0011245,64,2024.08.13 07:45:00,1.09338,1.09318,1.08919,Positive,0.0001866,0.0003534,0.0002175,0.0002915,64,2024.08.13 18:35:00,1.09508,1.09466,1.09257,Positive,0.0001161,0.0006888,0.0003226,0.0004270,64,2024.08.13 22:55:00,1.09957,1.09953,1.09516,Positive,0.0000118,0.0002177,0.0002976,0.0004306,0,99,99,0,0,0,0,0,0,0,0,0
65,2024.08.09 06:00:00,1.09187,1.09195,1.08599,Negative,-0.0001266,0.0004262,0.0008058,0.0011385,65,2024.08.13 07:30:00,1.09335,1.09316,1.08918,Positive,0.0001771,0.0003462,0.0002136,0.0002862,65,2024.08.13 18:30:00,1.09509,1.09465,1.09256,Positive,0.0001596,0.0007032,0.0003220,0.0004258,65,2024.08.13 22:54:00,1.09957,1.09953,1.09515,Positive,0.0000158,0.0002229,0.0003010,0.0004351,0,99,99,0,0,0,0,0,0,0,0,0
66,2024.08.09 05:00:00,1.09184,1.09194,1.08598,Negative,-0.0001869,0.0004294,0.0008144,0.0011494,66,2024.08.13 07:15:00,1.09333,1.09314,1.08918,Positive,0.0001829,0.0003435,0.0002111,0.0002827,66,2024.08.13 18:25:00,1.09510,1.09463,1.09256,Positive,0.0001996,0.0007143,0.0003201,0.0004229,66,2024.08.13 22:53:00,1.09957,1.09953,1.09514,Positive,0.0000237,0.0002291,0.0003047,0.0004400,0,99,99,0,0,0,0,0,0,0,0,0
67,2024.08.09 04:00:00,1.09183,1.09194,1.08597,Negative,-0.0002449,0.0004368,0.0008243,0.0011621,67,2024.08.13 07:00:00,1.09330,1.09311,1.08917,Positive,0.0001764,0.0003372,0.0002075,0.0002778,67,2024.08.13 18:20:00,1.09510,1.09461,1.09256,Positive,0.0002598,0.0007286,0.0003191,0.0004211,67,2024.08.13 22:52:00,1.09957,1.09952,1.09513,Positive,0.0000263,0.0002335,0.0003079,0.0004442,0,99,99,0,0,0,0,0,0,0,0,0
68,2024.08.09 03:00:00,1.09185,1.09196,1.08596,Negative,-0.0002798,0.0004539,0.0008373,0.0011787,68,2024.08.13 06:45:00,1.09327,1.09309,1.08916,Positive,0.0001686,0.0003308,0.0002039,0.0002729,68,2024.08.13 18:15:00,1.09509,1.09458,1.09255,Positive,0.0002923,0.0007322,0.0003144,0.0004146,68,2024.08.13 22:51:00,1.09956,1.09952,1.09512,Positive,0.0000252,0.0002369,0.0003107,0.0004479,0,99,99,0,0,0,0,0,0,0,0,0
69,2024.08.09 02:00:00,1.09189,1.09199,1.08595,Negative,-0.0002703,0.0004851,0.0008547,0.0012010,69,2024.08.13 06:30:00,1.09325,1.09307,1.08915,Positive,0.0001674,0.0003265,0.0002010,0.0002689,69,2024.08.13 18:10:00,1.09507,1.09455,1.09255,Positive,0.0003295,0.0007351,0.0003094,0.0004077,69,2024.08.13 22:50:00,1.09956,1.09951,1.09512,Positive,0.0000213,0.0002397,0.0003133,0.0004513,0,99,99,0,0,0,0,0,0,0,0,0
70,2024.08.09 01:00:00,1.09192,1.09201,1.08594,Negative,-0.0002747,0.0005126,0.0008707,0.0012215,70,2024.08.13 06:15:00,1.09321,1.09304,1.08914,Positive,0.0001532,0.0003187,0.0001971,0.0002635,70,2024.08.13 18:05:00,1.09503,1.09451,1.09254,Positive,0.0003568,0.0007332,0.0003028,0.0003987,70,2024.08.13 22:49:00,1.09955,1.09951,1.09511,Positive,0.0000181,0.0002429,0.0003161,0.0004550,0,99,99,0,0,0,0,0,0,0,0,0
71,2024.08.09 00:00:00,1.09193,1.09202,1.08593,Negative,-0.0003129,0.0005318,0.0008840,0.0012385,71,2024.08.13 06:00:00,1.09318,1.09302,1.08913,Positive,0.0001430,0.0003128,0.0001937,0.0002589,71,2024.08.13 18:00:00,1.09500,1.09446,1.09253,Positive,0.0003743,0.0007270,0.0002947,0.0003878,71,2024.08.13 22:48:00,1.09954,1.09950,1.09510,Positive,0.0000056,0.0002440,0.0003182,0.0004577,0,99,99,0,0,0,0,0,0,0,0,0
72,2024.08.08 23:00:00,1.09196,1.09204,1.08592,Negative,-0.0003398,0.0005564,0.0008989,0.0012575,72,2024.08.13 05:45:00,1.09316,1.09300,1.08913,Positive,0.0001280,0.0003060,0.0001902,0.0002541,72,2024.08.13 17:55:00,1.09496,1.09442,1.09253,Positive,0.0004055,0.0007233,0.0002874,0.0003779,72,2024.08.13 22:47:00,1.09954,1.09950,1.09509,Positive,0.0000018,0.0002481,0.0003212,0.0004618,0,99,99,0,0,0,0,0,0,0,0,0
73,2024.08.08 22:00:00,1.09198,1.09206,1.08591,Negative,-0.0003895,0.0005767,0.0009124,0.0012746,73,2024.08.13 05:30:00,1.09313,1.09298,1.08912,Positive,0.0001222,0.0003024,0.0001876,0.0002506,73,2024.08.13 17:50:00,1.09492,1.09438,1.09252,Positive,0.0004343,0.0007170,0.0002792,0.0003669,73,2024.08.13 22:46:00,1.09954,1.09949,1.09508,Positive,-0.0000021,0.0002524,0.0003244,0.0004659,0,99,99,0,0,0,0,0,0,0,0,0
74,2024.08.08 21:00:00,1.09201,1.09208,1.08590,Negative,-0.0004178,0.0006058,0.0009285,0.0012951,74,2024.08.13 05:15:00,1.09311,1.09296,1.08911,Positive,0.0001181,0.0002995,0.0001853,0.0002474,74,2024.08.13 17:45:00,1.09488,1.09432,1.09252,Positive,0.0004739,0.0007119,0.0002713,0.0003563,74,2024.08.13 22:45:00,1.09953,1.09949,1.09507,Positive,-0.0000080,0.0002566,0.0003274,0.0004699,0,99,99,0,0,0,0,0,0,0,0,0
75,2024.08.08 20:00:00,1.09204,1.09211,1.08589,Negative,-0.0004723,0.0006298,0.0009429,0.0013133,75,2024.08.13 05:00:00,1.09308,1.09293,1.08910,Positive,0.0000919,0.0002909,0.0001812,0.0002418,75,2024.08.13 17:40:00,1.09480,1.09425,1.09251,Positive,0.0004555,0.0006887,0.0002578,0.0003383,75,2024.08.13 22:44:00,1.09953,1.09948,1.09507,Positive,-0.0000165,0.0002604,0.0003304,0.0004737,0,99,99,0,0,0,0,0,0,0,0,0
76,2024.08.08 19:00:00,1.09210,1.09215,1.08588,Negative,-0.0004790,0.0006700,0.0009621,0.0013378,76,2024.08.13 04:45:00,1.09305,1.09291,1.08909,Positive,0.0000682,0.0002842,0.0001778,0.0002372,76,2024.08.13 17:35:00,1.09474,1.09420,1.09251,Positive,0.0004467,0.0006688,0.0002454,0.0003218,76,2024.08.13 22:43:00,1.09953,1.09948,1.09506,Positive,-0.0000220,0.0002656,0.0003337,0.0004781,0,99,99,0,0,0,0,0,0,0,0,0
77,2024.08.08 18:00:00,1.09219,1.09220,1.08587,Negative,-0.0004388,0.0007237,0.0009853,0.0013674,77,2024.08.13 04:30:00,1.09302,1.09289,1.08909,Positive,0.0000462,0.0002792,0.0001750,0.0002333,77,2024.08.13 17:30:00,1.09471,1.09416,1.09250,Positive,0.0004910,0.0006632,0.0002375,0.0003113,77,2024.08.13 22:42:00,1.09953,1.09948,1.09505,Positive,-0.0000266,0.0002715,0.0003373,0.0004827,0,99,99,0,0,0,0,0,0,0,0,0
78,2024.08.08 17:00:00,1.09227,1.09225,1.08586,Negative,-0.0004259,0.0007685,0.0010053,0.0013928,78,2024.08.13 04:15:00,1.09301,1.09288,1.08908,Positive,0.0000307,0.0002770,0.0001730,0.0002305,78,2024.08.13 17:25:00,1.09467,1.09412,1.09250,Positive,0.0005477,0.0006583,0.0002298,0.0003009,78,2024.08.13 22:41:00,1.09953,1.09948,1.09504,Positive,-0.0000260,0.0002791,0.0003413,0.0004880,1,99,99,0,0,0,0,0,0,0,0,0
79,2024.08.08 16:00:00,1.09242,1.09235,1.08585,Negative,-0.0003351,0.0008342,0.0010314,0.0014261,79,2024.08.13 04:00:00,1.09301,1.09288,1.08907,Positive,0.0000369,0.0002814,0.0001731,0.0002304,79,2024.08.13 17:20:00,1.09462,1.09406,1.09249,Positive,0.0005865,0.0006453,0.0002196,0.0002873,79,2024.08.13 22:40:00,1.09953,1.09948,1.09503,Positive,-0.0000249,0.0002869,0.0003454,0.0004933,3,99,99,0,0,0,0,0,0,0,0,0
80,2024.08.08 15:00:00,1.09264,1.09248,1.08584,Positive,-0.0000757,0.0009413,0.0010698,0.0014752,80,2024.08.13 03:45:00,1.09302,1.09287,1.08907,Positive,0.0000555,0.0002889,0.0001741,0.0002315,80,2024.08.13 17:15:00,1.09456,1.09400,1.09249,Positive,0.0006144,0.0006270,0.0002077,0.0002715,80,2024.08.13 22:39:00,1.09954,1.09948,1.09503,Positive,-0.0000262,0.0002942,0.0003492,0.0004983,6,99,99,0,0,0,0,0,0,0,0,0
81,2024.08.08 14:00:00,1.09280,1.09253,1.08583,Positive,0.0002075,0.0010422,0.0011052,0.0015205,81,2024.08.13 03:30:00,1.09303,1.09287,1.08906,Positive,0.0000774,0.0002963,0.0001750,0.0002324,81,2024.08.13 17:10:00,1.09449,1.09394,1.09248,Positive,0.0006552,0.0006104,0.0001964,0.0002565,81,2024.08.13 22:38:00,1.09954,1.09948,1.09502,Positive,-0.0000244,0.0003024,0.0003533,0.0005036,12,99,99,0,0,0,0,0,0,0,0,0
82,2024.08.08 13:00:00,1.09280,1.09253,1.08582,Positive,0.0002330,0.0010597,0.0011139,0.0015310,82,2024.08.13 03:15:00,1.09303,1.09287,1.08905,Positive,0.0001012,0.0003031,0.0001755,0.0002329,82,2024.08.13 17:05:00,1.09442,1.09388,1.09247,Positive,0.0006764,0.0005861,0.0001827,0.0002385,82,2024.08.13 22:37:00,1.09955,1.09948,1.09501,Positive,-0.0000197,0.0003115,0.0003577,0.0005092,24,99,99,0,0,0,0,0,0,0,0,0
83,2024.08.08 12:00:00,1.09282,1.09253,1.08581,Positive,0.0003130,0.0010910,0.0011267,0.0015468,83,2024.08.13 03:00:00,1.09303,1.09286,1.08904,Positive,0.0001199,0.0003073,0.0001752,0.0002322,83,2024.08.13 17:00:00,1.09436,1.09382,1.09247,Positive,0.0007130,0.0005643,0.0001700,0.0002218,83,2024.08.13 22:36:00,1.09955,1.09948,1.09500,Positive,-0.0000175,0.0003198,0.0003617,0.0005144,49,99,99,0,0,0,0,0,0,0,0,0
84,2024.08.08 11:00:00,1.09282,1.09250,1.08580,Positive,0.0003944,0.0011189,0.0011382,0.0015609,84,2024.08.13 02:45:00,1.09301,1.09284,1.08904,Positive,0.0001319,0.0003087,0.0001739,0.0002303,84,2024.08.13 16:55:00,1.09428,1.09375,1.09246,Positive,0.0007555,0.0005419,0.0001572,0.0002049,84,2024.08.13 22:35:00,1.09956,1.09948,1.09499,Positive,-0.0000154,0.0003281,0.0003656,0.0005195,99,99,99,0,0,0,0,0,0,0,0,0
85,2024.08.08 10:00:00,1.09275,1.09244,1.08578,Positive,0.0003896,0.0011199,0.0011411,0.0015638,85,2024.08.13 02:30:00,1.09298,1.09281,1.08903,Positive,0.0001065,0.0002994,0.0001693,0.0002241,85,2024.08.13 16:50:00,1.09416,1.09366,1.09246,Positive,0.0007518,0.0005044,0.0001399,0.0001822,85,2024.08.13 22:34:00,1.09956,1.09948,1.09498,Positive,-0.0000146,0.0003360,0.0003694,0.0005243,98,99,99,0,0,0,0,0,0,0,0,0
86,2024.08.08 09:00:00,1.09266,1.09238,1.08577,Positive,0.0003474,0.0011113,0.0011411,0.0015629,86,2024.08.13 02:15:00,1.09296,1.09280,1.08902,Positive,0.0000960,0.0002953,0.0001663,0.0002200,86,2024.08.13 16:45:00,1.09404,1.09356,1.09245,Positive,0.0007291,0.0004616,0.0001212,0.0001577,86,2024.08.13 22:33:00,1.09956,1.09948,1.09498,Positive,-0.0000134,0.0003442,0.0003731,0.0005292,96,99,99,0,0,0,0,0,0,0,0,0
87,2024.08.08 08:00:00,1.09257,1.09232,1.08575,Positive,0.0002599,0.0010930,0.0011383,0.0015583,87,2024.08.13 02:00:00,1.09295,1.09278,1.08901,Positive,0.0000985,0.0002952,0.0001646,0.0002176,87,2024.08.13 16:40:00,1.09391,1.09346,1.09244,Positive,0.0006956,0.0004165,0.0001021,0.0001328,87,2024.08.13 22:32:00,1.09956,1.09947,1.09497,Positive,-0.0000177,0.0003509,0.0003764,0.0005334,93,99,99,0,0,0,0,0,0,0,0,0
88,2024.08.08 07:00:00,1.09251,1.09229,1.08574,Positive,0.0002167,0.0010915,0.0011408,0.0015607,88,2024.08.13 01:45:00,1.09294,1.09277,1.08901,Positive,0.0001084,0.0002970,0.0001635,0.0002158,88,2024.08.13 16:35:00,1.09378,1.09337,1.09244,Positive,0.0006488,0.0003692,0.0000827,0.0001075,88,2024.08.13 22:31:00,1.09956,1.09947,1.09496,Positive,-0.0000199,0.0003585,0.0003799,0.0005379,87,99,99,0,0,0,0,0,0,0,0,0
89,2024.08.08 06:00:00,1.09246,1.09224,1.08572,Positive,0.0002002,0.0010998,0.0011465,0.0015671,89,2024.08.13 01:30:00,1.09292,1.09275,1.08900,Positive,0.0001073,0.0002952,0.0001612,0.0002126,89,2024.08.13 16:30:00,1.09366,1.09329,1.09243,Positive,0.0006021,0.0003239,0.0000644,0.0000835,89,2024.08.13 22:30:00,1.09956,1.09947,1.09495,Positive,-0.0000234,0.0003660,0.0003833,0.0005423,75,99,99,0,0,0,0,0,0,0,0,0
90,2024.08.08 05:00:00,1.09240,1.09220,1.08571,Positive,0.0001406,0.0010978,0.0011490,0.0015694,90,2024.08.13 01:15:00,1.09291,1.09274,1.08899,Positive,0.0001093,0.0002943,0.0001591,0.0002098,90,2024.08.13 16:25:00,1.09354,1.09321,1.09243,Positive,0.0005398,0.0002763,0.0000457,0.0000591,90,2024.08.13 22:29:00,1.09956,1.09946,1.09494,Positive,-0.0000245,0.0003744,0.0003870,0.0005469,50,99,99,0,0,0,0,0,0,0,0,0
91,2024.08.08 04:00:00,1.09235,1.09217,1.08570,Positive,0.0000768,0.0010981,0.0011523,0.0015727,91,2024.08.13 01:00:00,1.09289,1.09272,1.08898,Positive,0.0001155,0.0002944,0.0001574,0.0002072,91,2024.08.13 16:20:00,1.09342,1.09313,1.09242,Positive,0.0004657,0.0002284,0.0000273,0.0000352,91,2024.08.13 22:28:00,1.09956,1.09946,1.09493,Positive,-0.0000317,0.0003814,0.0003901,0.0005509,0,99,99,0,0,0,0,0,0,0,0,0
92,2024.08.08 03:00:00,1.09232,1.09215,1.08568,Positive,0.0000552,0.0011136,0.0011603,0.0015821,92,2024.08.13 00:45:00,1.09288,1.09270,1.08898,Positive,0.0001165,0.0002927,0.0001550,0.0002040,92,2024.08.13 16:15:00,1.09333,1.09307,1.09242,Positive,0.0004223,0.0001921,0.0000130,0.0000165,92,2024.08.13 22:27:00,1.09956,1.09945,1.09493,Positive,-0.0000363,0.0003895,0.0003935,0.0005553,0,99,99,0,0,0,0,0,0,0,0,0
93,2024.08.08 02:00:00,1.09229,1.09212,1.08567,Positive,0.0000218,0.0011275,0.0011678,0.0015907,93,2024.08.13 00:30:00,1.09286,1.09269,1.08897,Positive,0.0001182,0.0002911,0.0001527,0.0002007,93,2024.08.13 16:10:00,1.09327,1.09303,1.09242,Positive,0.0004138,0.0001672,0.0000024,0.0000029,93,2024.08.13 22:26:00,1.09956,1.09945,1.09492,Positive,-0.0000386,0.0003986,0.0003972,0.0005600,0,99,99,0,0,0,0,0,0,0,0,0
94,2024.08.08 01:00:00,1.09225,1.09208,1.08566,Positive,-0.0000120,0.0011436,0.0011758,0.0016001,94,2024.08.13 00:15:00,1.09284,1.09267,1.08896,Positive,0.0001156,0.0002881,0.0001499,0.0001969,94,2024.08.13 16:05:00,1.09322,1.09298,1.09241,Positive,0.0004234,0.0001473,-0.0000063,-0.0000085,94,2024.08.13 22:25:00,1.09957,1.09945,1.09491,Positive,-0.0000369,0.0004090,0.0004012,0.0005651,1,99,99,0,0,0,0,0,0,0,0,0
95,2024.08.08 00:00:00,1.09223,1.09207,1.08565,Positive,-0.0000488,0.0011612,0.0011842,0.0016100,95,2024.08.13 00:00:00,1.09282,1.09265,1.08895,Positive,0.0001096,0.0002844,0.0001469,0.0001928,95,2024.08.13 16:00:00,1.09317,1.09295,1.09241,Positive,0.0004345,0.0001270,-0.0000150,-0.0000198,95,2024.08.13 22:24:00,1.09957,1.09944,1.09490,Positive,-0.0000383,0.0004186,0.0004048,0.0005697,2,99,99,0,0,0,0,0,0,0,0,0
96,2024.08.07 23:00:00,1.09224,1.09207,1.08563,Positive,-0.0000626,0.0011875,0.0011951,0.0016231,96,2024.08.12 23:45:00,1.09281,1.09264,1.08895,Positive,0.0001146,0.0002838,0.0001449,0.0001899,96,2024.08.13 15:55:00,1.09311,1.09290,1.09241,Positive,0.0004424,0.0001051,-0.0000241,-0.0000315,96,2024.08.13 22:23:00,1.09957,1.09944,1.09489,Positive,-0.0000395,0.0004284,0.0004084,0.0005743,5,99,99,0,0,0,0,0,0,0,0,0
97,2024.08.07 22:00:00,1.09224,1.09207,1.08562,Positive,-0.0000771,0.0012149,0.0012062,0.0016364,97,2024.08.12 23:30:00,1.09279,1.09262,1.08894,Positive,0.0001060,0.0002793,0.0001416,0.0001855,97,2024.08.13 15:50:00,1.09304,1.09285,1.09240,Positive,0.0004390,0.0000794,-0.0000341,-0.0000445,97,2024.08.13 22:22:00,1.09958,1.09944,1.09488,Positive,-0.0000364,0.0004395,0.0004124,0.0005793,10,99,99,0,0,0,0,0,0,0,0,0
98,2024.08.07 21:00:00,1.09224,1.09206,1.08561,Positive,-0.0000936,0.0012432,0.0012174,0.0016496,98,2024.08.12 23:15:00,1.09278,1.09261,1.08893,Positive,0.0001058,0.0002774,0.0001392,0.0001821,98,2024.08.13 15:45:00,1.09295,1.09279,1.09240,Positive,0.0003966,0.0000432,-0.0000472,-0.0000614,98,2024.08.13 22:21:00,1.09959,1.09944,1.09488,Positive,-0.0000268,0.0004524,0.0004168,0.0005849,21,99,99,0,0,0,0,0,0,0,0,0
99,2024.08.07 20:00:00,1.09225,1.09206,1.08560,Positive,-0.0001020,0.0012752,0.0012294,0.0016641,99,2024.08.12 23:00:00,1.09278,1.09260,1.08892,Positive,0.0001375,0.0002841,0.0001394,0.0001821,99,2024.08.13 15:40:00,1.09287,1.09274,1.09240,Positive,0.0003500,0.0000077,-0.0000597,-0.0000776,99,2024.08.13 22:20:00,1.09961,1.09945,1.09487,Positive,-0.0000060,0.0004678,0.0004218,0.0005913,43,99,99,1,0,0,0,0,0,0,0,0
